Index,Weight,Weight-Category,Type
synImage1608,107.94,105-110,Digital
synImage1609,74.67,70-75,Digital
synImage1610,61.17,60-65,Digital
synImage1611,102.03,100-105,Digital
synImage1612,52.64,50-55,Digital
synImage1613,105.05,105-110,Digital
synImage1614,100.04,100-105,Digital
synImage1615,71.33,70-75,Digital
synImage1616,87.94,85-90,Digital
synImage1617,98.89,95-100,Digital
synImage1618,50.19,50-55,Digital
synImage1619,89.56,85-90,Digital
synImage1620,96.92,95-100,Digital
synImage1621,58.12,55-60,Digital
synImage1622,51.44,50-55,Digital
synImage1623,100.29,100-105,Digital
synImage1624,85.26,85-90,Digital
synImage1625,70.10,70-75,Digital
synImage1626,70.57,70-75,Digital
synImage1627,83.72,80-85,Digital
synImage1628,75.39,75-80,Digital
synImage1629,74.16,70-75,Digital
synImage1630,40.68,40-45,Digital
synImage1631,84.35,80-85,Digital
synImage1632,75.43,75-80,Digital
synImage1633,82.98,80-85,Digital
synImage1634,98.00,95-100,Digital
synImage1635,69.23,65-70,Digital
synImage1636,53.87,50-55,Digital
synImage1637,71.91,70-75,Digital
synImage1638,80.60,80-85,Digital
synImage1639,43.73,40-45,Digital
synImage1640,62.30,60-65,Digital
synImage1641,60.55,60-65,Digital
synImage1642,54.87,50-55,Digital
synImage1643,80.73,80-85,Digital
synImage1644,107.14,105-110,Digital
synImage1645,108.09,105-110,Digital
synImage1646,45.69,45-50,Digital
synImage1647,80.05,80-85,Digital
synImage1648,65.13,65-70,Digital
synImage1649,62.29,60-65,Digital
synImage1650,68.36,65-70,Digital
synImage1651,92.59,90-95,Digital
synImage1652,40.59,40-45,Digital
synImage1653,56.61,55-60,Digital
synImage1654,88.53,85-90,Digital
synImage1655,73.45,70-75,Digital
synImage1656,41.10,40-45,Digital
synImage1657,66.24,65-70,Digital
synImage1658,94.42,90-95,Digital
synImage1659,69.29,65-70,Digital
synImage1660,76.28,75-80,Digital
synImage1661,83.47,80-85,Digital
synImage1662,94.57,90-95,Digital
synImage1663,78.96,75-80,Digital
synImage1664,102.43,100-105,Digital
synImage1665,67.89,65-70,Digital
synImage1666,50.36,50-55,Digital
synImage1667,67.22,65-70,Digital
synImage1668,59.62,55-60,Digital
synImage1669,51.95,50-55,Digital
synImage1670,73.92,70-75,Digital
synImage1671,47.18,45-50,Digital
synImage1672,93.95,90-95,Digital
synImage1673,99.74,95-100,Digital
synImage1674,65.80,65-70,Digital
synImage1675,64.25,60-65,Digital
synImage1676,72.06,70-75,Digital
synImage1677,107.79,105-110,Digital
synImage1678,101.28,100-105,Digital
synImage1679,93.57,90-95,Digital
synImage1680,97.99,95-100,Digital
synImage1681,55.54,55-60,Digital
synImage1682,96.82,95-100,Digital
synImage1683,87.70,85-90,Digital
synImage1684,106.71,105-110,Digital
synImage1685,69.78,65-70,Digital
synImage1686,107.28,105-110,Digital
synImage1687,52.50,50-55,Digital
synImage1688,108.95,105-110,Digital
synImage1689,71.35,70-75,Digital
synImage1690,83.57,80-85,Digital
synImage1691,84.12,80-85,Digital
synImage1692,55.04,55-60,Digital
synImage1693,105.49,105-110,Digital
synImage1694,58.41,55-60,Digital
synImage1695,57.05,55-60,Digital
synImage1696,88.49,85-90,Digital
synImage1697,70.64,70-75,Digital
synImage1698,84.44,80-85,Digital
synImage1699,54.03,50-55,Digital
synImage1700,91.21,90-95,Digital
synImage1701,100.21,100-105,Digital
synImage1702,68.92,65-70,Digital
synImage1703,83.69,80-85,Digital
synImage1704,69.03,65-70,Digital
synImage1705,85.18,85-90,Digital
synImage1706,107.73,105-110,Digital
synImage1707,64.65,60-65,Digital
synImage1708,67.11,65-70,Digital
synImage1709,81.02,80-85,Digital
synImage1710,97.51,95-100,Digital
synImage1711,104.84,100-105,Digital
synImage1712,106.13,105-110,Digital
synImage1713,83.25,80-85,Digital
synImage1714,71.20,70-75,Digital
synImage1715,69.76,65-70,Digital
synImage1716,102.22,100-105,Digital
synImage1717,72.33,70-75,Digital
synImage1718,98.93,95-100,Digital
synImage1719,66.23,65-70,Digital
synImage1720,52.13,50-55,Digital
synImage1721,81.87,80-85,Digital
synImage1722,104.27,100-105,Digital
synImage1723,63.44,60-65,Digital
synImage1724,108.51,105-110,Digital
synImage1725,91.09,90-95,Digital
synImage1726,94.67,90-95,Digital
synImage1727,109.22,105-110,Digital
synImage1728,106.13,105-110,Digital
synImage1729,72.15,70-75,Digital
synImage1730,89.79,85-90,Digital
synImage1731,80.93,80-85,Digital
synImage1732,66.07,65-70,Digital
synImage1733,107.25,105-110,Digital
synImage1734,92.26,90-95,Digital
synImage1735,40.67,40-45,Digital
synImage1736,92.56,90-95,Digital
synImage1737,108.64,105-110,Digital
synImage1738,99.57,95-100,Digital
synImage1739,63.02,60-65,Digital
synImage1740,50.61,50-55,Digital
synImage1741,52.48,50-55,Digital
synImage1742,87.87,85-90,Digital
synImage1743,101.85,100-105,Digital
synImage1744,57.04,55-60,Digital
synImage1745,94.22,90-95,Digital
synImage1746,58.49,55-60,Digital
synImage1747,60.83,60-65,Digital
synImage1748,84.16,80-85,Digital
synImage1749,94.01,90-95,Digital
synImage1750,97.17,95-100,Digital
synImage1751,71.71,70-75,Digital
synImage1752,52.21,50-55,Digital
synImage1753,42.71,40-45,Digital
synImage1754,88.32,85-90,Digital
synImage1755,79.08,75-80,Digital
synImage1756,79.34,75-80,Digital
synImage1757,85.47,85-90,Digital
synImage1758,63.19,60-65,Digital
synImage1759,65.32,65-70,Digital
synImage1760,95.52,95-100,Digital
synImage1761,92.81,90-95,Digital
synImage1762,66.42,65-70,Digital
synImage1763,96.64,95-100,Digital
synImage1764,58.84,55-60,Digital
synImage1765,81.13,80-85,Digital
synImage1766,52.05,50-55,Digital
synImage1767,41.75,40-45,Digital
synImage1768,48.89,45-50,Digital
synImage1769,78.50,75-80,Digital
synImage1770,99.22,95-100,Digital
synImage1771,50.74,50-55,Digital
synImage1772,100.54,100-105,Digital
synImage1773,99.26,95-100,Digital
synImage1774,56.65,55-60,Digital
synImage1775,79.43,75-80,Digital
synImage1776,95.68,95-100,Digital
synImage1777,57.99,55-60,Digital
synImage1778,75.84,75-80,Digital
synImage1779,88.36,85-90,Digital
synImage1780,90.64,90-95,Digital
synImage1781,103.36,100-105,Digital
synImage1782,98.27,95-100,Digital
synImage1783,77.10,75-80,Digital
synImage1784,84.14,80-85,Digital
synImage1785,71.45,70-75,Digital
synImage1786,89.70,85-90,Digital
synImage1787,77.07,75-80,Digital
synImage1788,86.22,85-90,Digital
synImage1789,50.14,50-55,Digital
synImage1790,62.78,60-65,Digital
synImage1791,85.00,85-90,Digital
synImage1792,109.52,105-110,Digital
synImage1793,59.90,55-60,Digital
synImage1794,73.02,70-75,Digital
synImage1795,64.35,60-65,Digital
synImage1796,63.02,60-65,Digital
synImage1797,65.76,65-70,Digital
synImage1798,45.77,45-50,Digital
synImage1799,44.49,40-45,Digital
synImage1800,55.24,55-60,Digital
synImage1801,92.79,90-95,Digital
synImage1802,101.95,100-105,Digital
synImage1803,43.38,40-45,Digital
synImage1804,49.41,45-50,Digital
synImage1805,61.17,60-65,Digital
synImage1806,42.65,40-45,Digital
synImage1807,46.22,45-50,Digital
synImage1808,46.59,45-50,Digital
synImage1809,106.89,105-110,Digital
synImage1810,80.13,80-85,Digital
synImage1811,108.48,105-110,Digital
synImage1812,76.64,75-80,Digital
synImage1813,91.82,90-95,Digital
synImage1814,53.98,50-55,Digital
synImage1815,74.74,70-75,Digital
synImage1816,101.83,100-105,Digital
synImage1817,84.33,80-85,Digital
synImage1818,72.55,70-75,Digital
synImage1819,94.00,90-95,Digital
synImage1820,49.31,45-50,Digital
synImage1821,86.85,85-90,Digital
synImage1822,49.90,45-50,Digital
synImage1823,73.76,70-75,Digital
synImage1824,72.76,70-75,Digital
synImage1825,63.24,60-65,Digital
synImage1826,57.28,55-60,Digital
synImage1827,93.14,90-95,Digital
synImage1828,62.59,60-65,Digital
synImage1829,106.47,105-110,Digital
synImage1830,40.67,40-45,Digital
synImage1831,77.47,75-80,Digital
synImage1832,93.53,90-95,Digital
synImage1833,53.40,50-55,Digital
synImage1834,86.82,85-90,Digital
synImage1835,94.76,90-95,Digital
synImage1836,68.02,65-70,Digital
synImage1837,42.24,40-45,Digital
synImage1838,104.75,100-105,Digital
synImage1839,106.03,105-110,Digital
synImage1840,65.85,65-70,Digital
synImage1841,97.93,95-100,Digital
synImage1842,80.55,80-85,Digital
synImage1843,41.78,40-45,Digital
synImage1844,63.31,60-65,Digital
synImage1845,103.22,100-105,Digital
synImage1846,96.38,95-100,Digital
synImage1847,85.91,85-90,Digital
synImage1848,72.66,70-75,Digital
synImage1849,83.19,80-85,Digital
synImage1850,73.41,70-75,Digital
synImage1851,59.69,55-60,Digital
synImage1852,56.87,55-60,Digital
synImage1853,96.04,95-100,Digital
synImage1854,85.35,85-90,Digital
synImage1855,91.41,90-95,Digital
synImage1856,106.85,105-110,Digital
synImage1857,68.48,65-70,Digital
synImage1858,95.48,95-100,Digital
synImage1859,102.90,100-105,Digital
synImage1860,55.31,55-60,Digital
synImage1861,107.35,105-110,Digital
synImage1862,85.67,85-90,Digital
synImage1863,76.25,75-80,Digital
synImage1864,53.58,50-55,Digital
synImage1865,101.03,100-105,Digital
synImage1866,75.58,75-80,Digital
synImage1867,81.90,80-85,Digital
synImage1868,80.36,80-85,Digital
synImage1869,95.28,95-100,Digital
synImage1870,104.56,100-105,Digital
synImage1871,82.73,80-85,Digital
synImage1872,51.59,50-55,Digital
synImage1873,40.44,40-45,Digital
synImage1874,43.41,40-45,Digital
synImage1875,68.39,65-70,Digital
synImage1876,53.19,50-55,Digital
synImage1877,74.47,70-75,Digital
synImage1878,106.06,105-110,Digital
synImage1879,65.19,65-70,Digital
synImage1880,105.22,105-110,Digital
synImage1881,64.88,60-65,Digital
synImage1882,76.19,75-80,Digital
synImage1883,45.30,45-50,Digital
synImage1884,62.22,60-65,Digital
synImage1885,63.05,60-65,Digital
synImage1886,73.49,70-75,Digital
synImage1887,96.96,95-100,Digital
synImage1888,69.47,65-70,Digital
synImage1889,47.86,45-50,Digital
synImage1890,41.99,40-45,Digital
synImage1891,81.17,80-85,Digital
synImage1892,76.95,75-80,Digital
synImage1893,64.83,60-65,Digital
synImage1894,76.49,75-80,Digital
synImage1895,100.75,100-105,Digital
synImage1896,89.47,85-90,Digital
synImage1897,40.60,40-45,Digital
synImage1898,109.05,105-110,Digital
synImage1899,95.76,95-100,Digital
synImage1900,49.85,45-50,Digital
synImage1901,92.01,90-95,Digital
synImage1902,88.01,85-90,Digital
synImage1903,77.68,75-80,Digital
synImage1904,80.48,80-85,Digital
synImage1905,84.63,80-85,Digital
synImage1906,72.20,70-75,Digital
synImage1907,44.65,40-45,Digital
synImage1908,70.44,70-75,Digital
synImage1909,96.66,95-100,Digital
synImage1910,62.74,60-65,Digital
synImage1911,64.21,60-65,Digital
synImage1912,86.94,85-90,Digital
synImage1913,41.04,40-45,Digital
synImage1914,82.27,80-85,Digital
synImage1915,69.75,65-70,Digital
synImage1916,102.26,100-105,Digital
synImage1917,104.44,100-105,Digital
synImage1918,97.68,95-100,Digital
synImage1919,82.17,80-85,Digital
synImage1920,102.51,100-105,Digital
synImage1921,78.41,75-80,Digital
synImage1922,52.66,50-55,Digital
synImage1923,69.45,65-70,Digital
synImage1924,52.95,50-55,Digital
synImage1925,64.80,60-65,Digital
synImage1926,58.23,55-60,Digital
synImage1927,70.94,70-75,Digital
synImage1928,95.13,95-100,Digital
synImage1929,42.49,40-45,Digital
synImage1930,64.36,60-65,Digital
synImage1931,46.59,45-50,Digital
synImage1932,90.01,90-95,Digital
synImage1933,56.32,55-60,Digital
synImage1934,87.16,85-90,Digital
synImage1935,98.04,95-100,Digital
synImage1936,100.84,100-105,Digital
synImage1937,74.72,70-75,Digital
synImage1938,40.49,40-45,Digital
synImage1939,88.97,85-90,Digital
synImage1940,55.34,55-60,Digital
synImage1941,73.66,70-75,Digital
synImage1942,87.48,85-90,Digital
synImage1943,95.59,95-100,Digital
synImage1944,86.54,85-90,Digital
synImage1945,46.27,45-50,Digital
synImage1946,56.07,55-60,Digital
synImage1947,59.07,55-60,Digital
synImage1948,74.44,70-75,Digital
synImage1949,56.37,55-60,Digital
synImage1950,90.26,90-95,Digital
synImage1951,107.07,105-110,Digital
synImage1952,93.99,90-95,Digital
synImage1953,49.11,45-50,Digital
synImage1954,86.27,85-90,Digital
synImage1955,64.82,60-65,Digital
synImage1956,87.35,85-90,Digital
synImage1957,59.45,55-60,Digital
synImage1958,72.84,70-75,Digital
synImage1959,94.13,90-95,Digital
synImage1960,53.79,50-55,Digital
synImage1961,78.34,75-80,Digital
synImage1962,82.05,80-85,Digital
synImage1963,90.11,90-95,Digital
synImage1964,50.50,50-55,Digital
synImage1965,46.43,45-50,Digital
synImage1966,83.92,80-85,Digital
synImage1967,102.70,100-105,Digital
synImage1968,85.16,85-90,Digital
synImage1969,108.45,105-110,Digital
synImage1970,99.94,95-100,Digital
synImage1971,65.66,65-70,Digital
synImage1972,58.67,55-60,Digital
synImage1973,70.54,70-75,Digital
synImage1974,62.89,60-65,Digital
synImage1975,61.63,60-65,Digital
synImage1976,86.55,85-90,Digital
synImage1977,73.03,70-75,Digital
synImage1978,81.16,80-85,Digital
synImage1979,81.95,80-85,Digital
synImage1980,77.65,75-80,Digital
synImage1981,47.46,45-50,Digital
synImage1982,100.88,100-105,Digital
synImage1983,87.53,85-90,Digital
synImage1984,53.76,50-55,Digital
synImage1985,70.62,70-75,Digital
synImage1986,65.51,65-70,Digital
synImage1987,62.38,60-65,Digital
synImage1988,65.76,65-70,Digital
synImage1989,107.93,105-110,Digital
synImage1990,83.48,80-85,Digital
synImage1991,102.44,100-105,Digital
synImage1992,50.28,50-55,Digital
synImage1993,59.69,55-60,Digital
synImage1994,58.29,55-60,Digital
synImage1995,91.88,90-95,Digital
synImage1996,105.99,105-110,Digital
synImage1997,80.56,80-85,Digital
synImage1998,105.29,105-110,Digital
synImage1999,103.17,100-105,Digital
synImage2000,98.49,95-100,Digital
synImage2001,106.70,105-110,Digital
synImage2002,47.21,45-50,Digital
synImage2003,89.54,85-90,Digital
synImage2004,93.88,90-95,Digital
synImage2005,61.64,60-65,Digital
synImage2006,59.65,55-60,Digital
synImage2007,90.20,90-95,Digital
synImage2008,103.70,100-105,Digital
synImage2009,55.02,55-60,Digital
synImage2010,44.72,40-45,Digital
synImage2011,87.87,85-90,Digital
synImage2012,46.49,45-50,Digital
synImage2013,75.12,75-80,Digital
synImage2014,75.12,75-80,Digital
synImage2015,71.42,70-75,Digital
synImage2016,105.51,105-110,Digital
synImage2017,79.56,75-80,Digital
synImage2018,95.64,95-100,Digital
synImage2019,69.57,65-70,Digital
synImage2020,45.61,45-50,Digital
synImage2021,62.23,60-65,Digital
synImage2022,94.09,90-95,Digital
synImage2023,83.61,80-85,Digital
synImage2024,62.45,60-65,Digital
synImage2025,55.21,55-60,Digital
synImage2026,103.39,100-105,Digital
synImage2027,89.89,85-90,Digital
synImage2028,40.15,40-45,Digital
synImage2029,46.12,45-50,Digital
synImage2030,43.98,40-45,Digital
synImage2031,49.77,45-50,Digital
synImage2032,83.90,80-85,Digital
synImage2033,52.97,50-55,Digital
synImage2034,61.89,60-65,Digital
synImage2035,76.12,75-80,Digital
synImage2036,62.29,60-65,Digital
synImage2037,55.80,55-60,Digital
synImage2038,55.28,55-60,Digital
synImage2039,85.13,85-90,Digital
synImage2040,52.14,50-55,Digital
synImage2041,77.31,75-80,Digital
synImage2042,108.38,105-110,Digital
synImage2043,49.57,45-50,Digital
synImage2044,54.74,50-55,Digital
synImage2045,47.01,45-50,Digital
synImage2046,90.16,90-95,Digital
synImage2047,72.13,70-75,Digital
synImage2048,101.27,100-105,Digital
synImage2049,47.66,45-50,Digital
synImage2050,48.32,45-50,Digital
synImage2051,83.68,80-85,Digital
synImage2052,50.44,50-55,Digital
synImage2053,40.86,40-45,Digital
synImage2054,76.55,75-80,Digital
synImage2055,44.79,40-45,Digital
synImage2056,85.97,85-90,Digital
synImage2057,42.59,40-45,Digital
synImage2058,76.19,75-80,Digital
synImage2059,79.86,75-80,Digital
synImage2060,57.72,55-60,Digital
synImage2061,73.15,70-75,Digital
synImage2062,62.02,60-65,Digital
synImage2063,58.40,55-60,Digital
synImage2064,62.39,60-65,Digital
synImage2065,79.19,75-80,Digital
synImage2066,108.28,105-110,Digital
synImage2067,61.51,60-65,Digital
synImage2068,62.30,60-65,Digital
synImage2069,40.31,40-45,Digital
synImage2070,80.93,80-85,Digital
synImage2071,65.31,65-70,Digital
synImage2072,87.85,85-90,Digital
synImage2073,101.96,100-105,Digital
synImage2074,94.52,90-95,Digital
synImage2075,87.56,85-90,Digital
synImage2076,46.55,45-50,Digital
synImage2077,53.24,50-55,Digital
synImage2078,100.13,100-105,Digital
synImage2079,93.55,90-95,Digital
synImage2080,50.66,50-55,Digital
synImage2081,84.54,80-85,Digital
synImage2082,69.70,65-70,Digital
synImage2083,56.29,55-60,Digital
synImage2084,90.64,90-95,Digital
synImage2085,96.51,95-100,Digital
synImage2086,41.46,40-45,Digital
synImage2087,75.08,75-80,Digital
synImage2088,77.36,75-80,Digital
synImage2089,79.45,75-80,Digital
synImage2090,91.87,90-95,Digital
synImage2091,59.48,55-60,Digital
synImage2092,76.48,75-80,Digital
synImage2093,69.98,65-70,Digital
synImage2094,59.45,55-60,Digital
synImage2095,103.93,100-105,Digital
synImage2096,84.86,80-85,Digital
synImage2097,96.48,95-100,Digital
synImage2098,91.41,90-95,Digital
synImage2099,66.79,65-70,Digital
synImage2100,43.62,40-45,Digital
synImage2101,102.22,100-105,Digital
synImage2102,67.66,65-70,Digital
synImage2103,47.55,45-50,Digital
synImage2104,61.66,60-65,Digital
synImage2105,98.79,95-100,Digital
synImage2106,95.00,95-100,Digital
synImage2107,72.91,70-75,Digital
synImage2108,103.11,100-105,Digital
synImage2109,103.23,100-105,Digital
synImage2110,80.51,80-85,Digital
synImage2111,65.85,65-70,Digital
synImage2112,88.66,85-90,Digital
synImage2113,77.65,75-80,Digital
synImage2114,81.02,80-85,Digital
synImage2115,104.31,100-105,Digital
synImage2116,72.53,70-75,Digital
synImage2117,85.73,85-90,Digital
synImage2118,101.03,100-105,Digital
synImage2119,56.85,55-60,Digital
synImage2120,92.81,90-95,Digital
synImage2121,63.19,60-65,Digital
synImage2122,94.70,90-95,Digital
synImage2123,102.30,100-105,Digital
synImage2124,79.85,75-80,Digital
synImage2125,101.51,100-105,Digital
synImage2126,53.92,50-55,Digital
synImage2127,66.66,65-70,Digital
synImage2128,97.16,95-100,Digital
synImage2129,65.15,65-70,Digital
synImage2130,52.77,50-55,Digital
synImage2131,78.91,75-80,Digital
synImage2132,102.27,100-105,Digital
synImage2133,63.88,60-65,Digital
synImage2134,53.35,50-55,Digital
synImage2135,40.91,40-45,Digital
synImage2136,100.30,100-105,Digital
synImage2137,70.92,70-75,Digital
synImage2138,85.90,85-90,Digital
synImage2139,53.03,50-55,Digital
synImage2140,90.38,90-95,Digital
synImage2141,55.57,55-60,Digital
synImage2142,46.33,45-50,Digital
synImage2143,62.84,60-65,Digital
synImage2144,68.47,65-70,Digital
synImage2145,100.22,100-105,Digital
synImage2146,75.58,75-80,Digital
synImage2147,105.04,105-110,Digital
synImage2148,85.92,85-90,Digital
synImage2149,40.50,40-45,Digital
synImage2150,99.99,95-100,Digital
synImage2151,82.93,80-85,Digital
synImage2152,46.73,45-50,Digital
synImage2153,88.89,85-90,Digital
synImage2154,50.78,50-55,Digital
synImage2155,82.56,80-85,Digital
synImage2156,84.48,80-85,Digital
synImage2157,105.27,105-110,Digital
synImage2158,75.88,75-80,Digital
synImage2159,55.13,55-60,Digital
synImage2160,105.96,105-110,Digital
synImage2161,97.67,95-100,Digital
synImage2162,54.61,50-55,Digital
synImage2163,76.92,75-80,Digital
synImage2164,87.41,85-90,Digital
synImage2165,91.58,90-95,Digital
synImage2166,66.26,65-70,Digital
synImage2167,85.99,85-90,Digital
synImage2168,90.04,90-95,Digital
synImage2169,64.23,60-65,Digital
synImage2170,94.15,90-95,Digital
synImage2171,40.72,40-45,Digital
synImage2172,108.74,105-110,Digital
synImage2173,104.02,100-105,Digital
synImage2174,59.58,55-60,Digital
synImage2175,90.77,90-95,Digital
synImage2176,98.00,95-100,Digital
synImage2177,108.35,105-110,Digital
synImage2178,68.02,65-70,Digital
synImage2179,99.52,95-100,Digital
synImage2180,58.85,55-60,Digital
synImage2181,52.77,50-55,Digital
synImage2182,63.42,60-65,Digital
synImage2183,64.34,60-65,Digital
synImage2184,88.88,85-90,Digital
synImage2185,48.07,45-50,Digital
synImage2186,89.11,85-90,Digital
synImage2187,89.59,85-90,Digital
synImage2188,48.60,45-50,Digital
synImage2189,56.70,55-60,Digital
synImage2190,66.14,65-70,Digital
synImage2191,57.95,55-60,Digital
synImage2192,40.42,40-45,Digital
synImage2193,62.24,60-65,Digital
synImage2194,52.24,50-55,Digital
synImage2195,69.89,65-70,Digital
synImage2196,57.35,55-60,Digital
synImage2197,63.33,60-65,Digital
synImage2198,51.31,50-55,Digital
synImage2199,90.24,90-95,Digital
synImage2200,107.63,105-110,Digital
synImage2201,101.61,100-105,Digital
synImage2202,70.46,70-75,Digital
synImage2203,99.54,95-100,Digital
synImage2204,41.53,40-45,Digital
synImage2205,51.83,50-55,Digital
synImage2206,68.69,65-70,Digital
synImage2207,40.38,40-45,Digital
synImage2208,92.89,90-95,Digital
synImage2209,77.81,75-80,Digital
synImage2210,76.57,75-80,Digital
synImage2211,62.84,60-65,Digital
synImage2212,88.40,85-90,Digital
synImage2213,48.06,45-50,Digital
synImage2214,40.29,40-45,Digital
synImage2215,101.69,100-105,Digital
synImage2216,107.68,105-110,Digital
synImage2217,67.73,65-70,Digital
synImage2218,107.06,105-110,Digital
synImage2219,101.75,100-105,Digital
synImage2220,75.42,75-80,Digital
synImage2221,64.93,60-65,Digital
synImage2222,53.44,50-55,Digital
synImage2223,76.94,75-80,Digital
synImage2224,72.49,70-75,Digital
synImage2225,51.24,50-55,Digital
synImage2226,99.32,95-100,Digital
synImage2227,98.28,95-100,Digital
synImage2228,86.24,85-90,Digital
synImage2229,96.95,95-100,Digital
synImage2230,64.86,60-65,Digital
synImage2231,72.01,70-75,Digital
synImage2232,48.36,45-50,Digital
synImage2233,54.62,50-55,Digital
synImage2234,78.55,75-80,Digital
synImage2235,53.97,50-55,Digital
synImage2236,57.87,55-60,Digital
synImage2237,103.56,100-105,Digital
synImage2238,69.45,65-70,Digital
synImage2239,67.73,65-70,Digital
synImage2240,88.57,85-90,Digital
synImage2241,90.22,90-95,Digital
synImage2242,76.69,75-80,Digital
synImage2243,44.24,40-45,Digital
synImage2244,107.59,105-110,Digital
synImage2245,75.64,75-80,Digital
synImage2246,91.37,90-95,Digital
synImage2247,108.43,105-110,Digital
synImage2248,54.14,50-55,Digital
synImage2249,93.37,90-95,Digital
synImage2250,64.92,60-65,Digital
synImage2251,78.77,75-80,Digital
synImage2252,57.25,55-60,Digital
synImage2253,55.89,55-60,Digital
synImage2254,84.58,80-85,Digital
synImage2255,43.28,40-45,Digital
synImage2256,41.50,40-45,Digital
synImage2257,46.57,45-50,Digital
synImage2258,41.31,40-45,Digital
synImage2259,65.89,65-70,Digital
synImage2260,99.69,95-100,Digital
synImage2261,92.99,90-95,Digital
synImage2262,53.97,50-55,Digital
synImage2263,79.06,75-80,Digital
synImage2264,65.07,65-70,Digital
synImage2265,101.74,100-105,Digital
synImage2266,81.19,80-85,Digital
synImage2267,60.16,60-65,Digital
synImage2268,41.18,40-45,Digital
synImage2269,41.86,40-45,Digital
synImage2270,74.68,70-75,Digital
synImage2271,68.80,65-70,Digital
synImage2272,103.10,100-105,Digital
synImage2273,59.38,55-60,Digital
synImage2274,59.75,55-60,Digital
synImage2275,49.18,45-50,Digital
synImage2276,94.25,90-95,Digital
synImage2277,96.92,95-100,Digital
synImage2278,51.49,50-55,Digital
synImage2279,67.27,65-70,Digital
synImage2280,107.79,105-110,Digital
synImage2281,71.21,70-75,Digital
synImage2282,87.49,85-90,Digital
synImage2283,94.04,90-95,Digital
synImage2284,76.34,75-80,Digital
synImage2285,44.44,40-45,Digital
synImage2286,101.73,100-105,Digital
synImage2287,53.13,50-55,Digital
synImage2288,79.54,75-80,Digital
synImage2289,96.51,95-100,Digital
synImage2290,83.81,80-85,Digital
synImage2291,40.52,40-45,Digital
synImage2292,77.22,75-80,Digital
synImage2293,96.94,95-100,Digital
synImage2294,102.92,100-105,Digital
synImage2295,102.50,100-105,Digital
synImage2296,77.89,75-80,Digital
synImage2297,82.68,80-85,Digital
synImage2298,67.58,65-70,Digital
synImage2299,98.17,95-100,Digital
synImage2300,56.20,55-60,Digital
synImage2301,78.84,75-80,Digital
synImage2302,88.84,85-90,Digital
synImage2303,107.30,105-110,Digital
synImage2304,55.72,55-60,Digital
synImage2305,90.33,90-95,Digital
synImage2306,87.78,85-90,Digital
synImage2307,52.44,50-55,Digital
synImage2308,90.24,90-95,Digital
synImage2309,72.67,70-75,Digital
synImage2310,45.11,45-50,Digital
synImage2311,83.79,80-85,Digital
synImage2312,109.45,105-110,Digital
synImage2313,44.72,40-45,Digital
synImage2314,91.07,90-95,Digital
synImage2315,98.24,95-100,Digital
synImage2316,69.30,65-70,Digital
synImage2317,86.01,85-90,Digital
synImage2318,67.43,65-70,Digital
synImage2319,62.86,60-65,Digital
synImage2320,89.30,85-90,Digital
synImage2321,43.59,40-45,Digital
synImage2322,64.15,60-65,Digital
synImage2323,47.05,45-50,Digital
synImage2324,104.91,100-105,Digital
synImage2325,80.59,80-85,Digital
synImage2326,50.21,50-55,Digital
synImage2327,96.48,95-100,Digital
synImage2328,97.63,95-100,Digital
synImage2329,47.80,45-50,Digital
synImage2330,74.58,70-75,Digital
synImage2331,52.01,50-55,Digital
synImage2332,94.67,90-95,Digital
synImage2333,97.72,95-100,Digital
synImage2334,66.09,65-70,Digital
synImage2335,54.83,50-55,Digital
synImage2336,95.59,95-100,Digital
synImage2337,106.26,105-110,Digital
synImage2338,45.89,45-50,Digital
synImage2339,46.23,45-50,Digital
synImage2340,63.05,60-65,Digital
synImage2341,68.74,65-70,Digital
synImage2342,44.48,40-45,Digital
synImage2343,99.30,95-100,Digital
synImage2344,61.48,60-65,Digital
synImage2345,56.79,55-60,Digital
synImage2346,74.24,70-75,Digital
synImage2347,105.76,105-110,Digital
synImage2348,91.06,90-95,Digital
synImage2349,106.27,105-110,Digital
synImage2350,90.55,90-95,Digital
synImage2351,48.00,45-50,Digital
synImage2352,61.20,60-65,Digital
synImage2353,46.32,45-50,Digital
synImage2354,77.97,75-80,Digital
synImage2355,73.14,70-75,Digital
synImage2356,71.16,70-75,Digital
synImage2357,40.71,40-45,Digital
synImage2358,109.63,105-110,Digital
synImage2359,73.03,70-75,Digital
synImage2360,101.74,100-105,Digital
synImage2361,90.39,90-95,Digital
synImage2362,81.27,80-85,Digital
synImage2363,57.86,55-60,Digital
synImage2364,109.92,105-110,Digital
synImage2365,60.34,60-65,Digital
synImage2366,106.11,105-110,Digital
synImage2367,67.41,65-70,Digital
synImage2368,57.91,55-60,Digital
synImage2369,99.76,95-100,Digital
synImage2370,105.35,105-110,Digital
synImage2371,60.00,60-65,Digital
synImage2372,79.76,75-80,Digital
synImage2373,40.94,40-45,Digital
synImage2374,68.26,65-70,Digital
synImage2375,108.97,105-110,Digital
synImage2376,86.05,85-90,Digital
synImage2377,52.68,50-55,Digital
synImage2378,52.11,50-55,Digital
synImage2379,77.01,75-80,Digital
synImage2380,63.29,60-65,Digital
synImage2381,69.86,65-70,Digital
synImage2382,40.34,40-45,Digital
synImage2383,100.04,100-105,Digital
